Age,Veteran,Gender,Nationality,Name,Year
64.0,No,Female,CANADA,Jillian Phillips,2018
69.0,No,Female,UNITED KINGDOM,Stacy Brown,2018
36.0,No,Female,USA,Pamela Hogan,2018
25.0,No,Male,INDIA,Damon Gonzalez,2018
57.0,Yes,Male,UNITED KINGDOM,Dr. Cody Freeman Jr.,2018
58.0,Yes,Female,UNITED KINGDOM,Nancy Schneider,2018
68.0,Yes,Male,CANADA,Daniel Mills,2018
26.0,No,Female,UNITED KINGDOM,Vanessa Johnson,2018
64.0,Yes,Male,CANADA,Jason Garcia,2018
74.0,Yes,Male,USA,Robert Sutton,2018
64.0,Yes,Female,CANADA,Laurie Butler,2018
69.0,No,Female,CANADA,Michelle Frank,2018
84.0,No,Male,USA,Christopher Morgan,2018
64.0,No,Female,UNITED KINGDOM,Emily Wells,2018
69.0,Yes,Male,UNITED KINGDOM,David Phillips,2018
25.0,No,Female,USA,Holly Vazquez,2018
75.0,Yes,Female,USA,Amber Donaldson,2018
70.0,Yes,Female,UNITED KINGDOM,Anna Dorsey,2018
66.0,Yes,Female,USA,Cindy Rodriguez,2018
28.0,No,Male,NIGERIA,Brian Yates,2018
71.0,Yes,Male,USA,Frank Salas,2018
75.0,Yes,Male,UNITED KINGDOM,Michael Powell,2018
68.0,Yes,Male,UNITED KINGDOM,Martin Smith,2018
70.0,Yes,Female,USA,Kayla Thomas,2018
81.0,Yes,Male,UNITED KINGDOM,Erik Williams,2018
63.0,Yes,Female,CANADA,Angela Madden,2018
75.0,Yes,Male,CANADA,Mr. Devin Porter,2018
68.0,Yes,Female,USA,Jessica Orr,2018
62.0,Yes,Female,CANADA,Cheyenne Williams,2018
35.0,Yes,Female,USA,Nicole Stephens,2018
29.0,No,Female,SOUTH AFRICA,Jennifer Davis,2018
71.0,Yes,Female,CANADA,Nicole Lopez,2018
75.0,Yes,Male,UNITED KINGDOM,Robert Torres,2018
28.0,No,Male,NIGERIA,Patrick Orozco,2018
24.0,Yes,Female,UNITED KINGDOM,Kristen Scott,2014
26.0,Yes,Male,USA,Ryan Proctor,2014
46.0,Yes,Male,USA,Mr. Michael Robinson DVM,2014
24.0,Yes,Female,USA,Rhonda Goodman,2014
26.0,Yes,Female,UNITED KINGDOM,Barbara Marshall,2014
27.0,No,Female,CANADA,Kathleen Smith,2014
25.0,No,Female,USA,Yolanda Miller,2014
25.0,Yes,Female,IRELAND,Sheryl Clark,2014
23.0,Yes,Female,USA,Courtney Preston,2014
24.0,Yes,Female,UNITED KINGDOM,Kendra Hendrix,2013
28.0,No,Female,UNITED KINGDOM,Cheryl Flores,2013
27.0,Yes,Female,NETHERLANDS,Tracy Walters,2013
29.0,No,Male,USA,Tony Roy,2013
28.0,Yes,Female,USA,Pamela Taylor,2013
26.0,No,Female,USA,Stacie Ford,2013
29.0,No,Female,USA,Terri Howell,2013
29.0,Yes,Male,USA,Michael Johnson,2013
27.0,No,Female,USA,Sherry Holden,2013
25.0,Yes,Female,UNITED KINGDOM,Grace Jenkins,2013
27.0,Yes,Female,UNITED KINGDOM,Kelly Crosby,2013
29.0,No,Male,USA,Daniel Berger,2011
33.0,No,Female,CANADA,Patricia Perez,2011
83.0,No,Male,UNITED KINGDOM,Sean Neal,2013
72.0,No,Female,USA,Elizabeth Lopez,2013
58.0,Yes,Female,UNITED KINGDOM,Rebecca Marquez,2013
44.0,No,Female,USA,Jessica Johnson,2013
75.0,Yes,Female,UNITED KINGDOM,Heidi Wilson,2013
77.0,Yes,Female,USA,Christina Mitchell,2013
68.0,Yes,Female,UNITED KINGDOM,Tammy Hanson,2013
73.0,Yes,Male,IRELAND,Dr. Nicholas Todd,2013
44.0,Yes,Female,USA,Danielle Brown,2013
66.0,Yes,Female,USA,Nancy Rodriguez,2013
37.0,No,Female,ROMANIA,Jessica Walker,2013
50.0,No,Male,UNITED KINGDOM,Brandon Bishop,2013
53.0,No,Female,UNITED KINGDOM,Brandi Jackson,2013
46.0,Yes,Male,UNITED KINGDOM,Randy Haney,2013
72.0,No,Male,UNITED KINGDOM,Christopher Berger,2013
65.0,Yes,Female,UNITED KINGDOM,Lisa Miller,2013
50.0,No,Female,UNITED KINGDOM,Evelyn Mcguire,2013
62.0,Yes,Male,UNITED KINGDOM,Roger Cruz,2013
82.0,Yes,Female,USA,Brittany Wood,2013
55.0,No,Male,UNITED KINGDOM,Jonathan Hodges,2013
56.0,Yes,Male,UNITED KINGDOM,Ronald Edwards,2013
62.0,Yes,Male,UNITED KINGDOM,Robert Brown,2013
52.0,No,Male,USA,James Hernandez,2013
56.0,No,Female,UNITED KINGDOM,Beth Santana,2013
71.0,No,Female,NEW ZEALAND,Elizabeth Johnson,2013
71.0,Yes,Female,IRELAND,Amy Garcia,2013
40.0,Yes,Male,UNITED KINGDOM,Jesse Rivera,2013
76.0,No,Female,USA,Gabrielle Walker,2013
83.0,Yes,Male,UNITED KINGDOM,Michael Reyes,2013
61.0,No,Male,UNITED KINGDOM,Carl Blair,2013
63.0,No,Female,UNITED KINGDOM,Kimberly Garcia,2013
46.0,No,Male,UNITED KINGDOM,Steven Mendoza,2013
32.0,No,Female,USA,Lori Hamilton,2013
68.0,Yes,Female,UNITED KINGDOM,Elizabeth Logan,2013
50.0,No,Female,UNITED KINGDOM,Amber Spencer,2013
36.0,No,Female,USA,Chelsea Kramer,2013
74.0,Yes,Female,USA,Sheri Taylor,2013
52.0,No,Female,UKRAINE,Kathleen Miranda,2013
77.0,No,Male,UNITED KINGDOM,Billy Alexander,2013
69.0,Yes,Female,USA,Amy Thomas,2013
69.0,Yes,Female,UNITED KINGDOM,Emily Hernandez,2013
44.0,No,Female,CANADA,Heather Carter,2013
67.0,No,Male,CANADA,Keith Young,2013
64.0,No,Female,IRELAND,Denise Jones,2013
28.0,No,Female,CANADA,Samantha Peterson,2013
66.0,Yes,Male,UNITED KINGDOM,Jose Reyes,2013
65.0,Yes,Male,UNITED KINGDOM,Rodney Gray,2013
40.0,Yes,Female,USA,Barbara Michael,2013
62.0,Yes,Male,UNITED KINGDOM,John Boyd,2013
72.0,No,Female,USA,Melissa Farley,2013
71.0,Yes,Female,UNITED KINGDOM,Lisa Baker,2013
72.0,Yes,Female,UNITED KINGDOM,Deanna Kirby,2013
70.0,Yes,Female,CANADA,Sheena Yoder,2013
30.0,No,Female,INDIA,Danielle Cook,2013
41.0,Yes,Female,USA,Mrs. Erika Sims,2013
69.0,Yes,Female,AUSTRALIA,Katrina Jordan,2013
67.0,Yes,Female,SPAIN,Dawn Benitez,2013
71.0,Yes,Female,AUSTRALIA,Brenda Hull,2013
68.0,No,Female,NETHERLANDS,Heather Hines PhD,2013
82.0,No,Female,SWITZERLAND,Sydney Taylor,2013
71.0,No,Female,USA,Dorothy Patrick MD,2013
46.0,No,Male,COLOMBIA,Antonio Johnson,2013
37.0,Yes,Male,NETHERLANDS,James Harvey,2013
59.0,No,Female,INDIA,Rhonda Woods,2013
42.0,No,Male,USA,Steven Jones,2013
75.0,Yes,Female,IRELAND,Ashley Hamilton,2013
71.0,Yes,Male,UNITED KINGDOM,David Harris,2013
74.0,Yes,Female,CANADA,Carol Lyons,2013
36.0,No,Female,CANADA,Barbara Williams,2013
86.0,Yes,Female,USA,Taylor Rhodes,2013
75.0,Yes,Male,UNITED KINGDOM,Anthony Mccullough,2013
65.0,Yes,Male,USA,Jeffrey Rodriguez,2013
70.0,No,Female,CANADA,Shannon Weber,2013
43.0,No,Female,IRELAND,Jenna Schmitt,2013
68.0,No,Male,UNITED KINGDOM,Jeffrey Hall,2013
69.0,Yes,Female,UNITED KINGDOM,Cynthia Acevedo,2013
70.0,No,Female,UNITED KINGDOM,Mikayla Barrett,2013
80.0,No,Male,USA,Jeffrey Floyd,2013
69.0,Yes,Female,AUSTRALIA,Nicole Green,2013
45.0,No,Male,USA,Jason Gonzales,2013
76.0,Yes,Male,USA,Matthew Mahoney,2013
33.0,No,Male,USA,John Randall,2013
73.0,Yes,Female,UNITED KINGDOM,Kristin Smith,2013
70.0,Yes,Female,CANADA,Angela Davis,2013
52.0,No,Male,IRELAND,Caleb Jones,2013
55.0,Yes,Male,UNITED KINGDOM,Brian Henderson MD,2013
73.0,No,Male,UNITED KINGDOM,Tyler Rocha,2013
77.0,Yes,Female,USA,Taylor Arnold,2013
35.0,No,Female,SOUTH AFRICA,Whitney Haynes,2013
59.0,No,Female,UNITED KINGDOM,Jaclyn Phillips,2013
74.0,Yes,Male,UNITED KINGDOM,Garrett Medina,2013
52.0,Yes,Male,UNITED KINGDOM,Victor Mcgrath,2013
47.0,No,Female,SPAIN,Courtney Snyder,2013
75.0,Yes,Female,SWEDEN,Emily Walsh,2013
71.0,No,Female,UNITED KINGDOM,Anita Scott,2013
75.0,Yes,Male,UNITED KINGDOM,Justin Green,2013
71.0,Yes,Female,UNITED KINGDOM,Theresa Rice,2013
72.0,Yes,Male,UNITED KINGDOM,Joseph Mendoza,2013
52.0,No,Male,CANADA,Nicholas Brown,2013
74.0,Yes,Female,USA,Sydney Carr,2013
33.0,Yes,Female,USA,Evelyn Estrada,2013
72.0,Yes,Male,USA,Adam Griffin,2013
76.0,Yes,Male,UNITED KINGDOM,Steven Serrano,2013
67.0,No,Male,IRELAND,Zachary Jones,2013
73.0,No,Male,USA,Xavier Rojas,2013
86.0,Yes,Male,USA,Daniel Nguyen,2013
73.0,Yes,Female,UNITED KINGDOM,Ashley Mitchell,2013
32.0,No,Female,USA,Heidi Fischer,2013
43.0,Yes,Male,SPAIN,Joshua Hall,2013
65.0,No,Male,USA,Dr. Scott Harris,2013
74.0,Yes,Female,UNITED KINGDOM,Stacey White,2013
82.0,Yes,Female,USA,Katelyn Gomez,2013
79.0,No,Female,USA,Karen Horn,2013
30.0,No,Female,UNITED KINGDOM,Nicole Downs,2013
39.0,No,Female,UNITED KINGDOM,Elizabeth Kane,2013
77.0,Yes,Female,UNITED KINGDOM,Katelyn Graham,2013
70.0,No,Female,BRITISH INDIAN OCEAN TERRITORY,Laurie Ballard,2013
61.0,No,Female,CANADA,Andrea Odonnell,2013
60.0,Yes,Female,AUSTRALIA,Stacy Le,2013
56.0,Yes,Female,CANADA,Lindsey Edwards,2013
38.0,No,Male,GAMBIA,Stanley Wilson,2013
72.0,Yes,Male,CANADA,Charles Collins,2013
30.0,No,Male,UNITED KINGDOM,William Martinez,2013
85.0,No,Female,USA,Deborah Estes,2013
33.0,No,Male,PAKISTAN,Casey Thompson,2013
79.0,No,Female,USA,Ebony Bailey,2013
36.0,No,Male,PHILIPPINES,Johnny Salazar,2013
67.0,No,Female,UNITED KINGDOM,Lindsey Carter,2013
33.0,No,Female,PHILIPPINES,Mary Baker,2013
42.0,No,Male,TURKEY,Chad Collins,2013
62.0,Yes,Female,USA,Amy Rogers,2013
69.0,No,Male,UNITED KINGDOM,Sean Cruz,2013
60.0,No,Female,USA,Elizabeth Gordon,2013
40.0,Yes,Female,UNITED KINGDOM,Dr. Katherine Gutierrez,2013
31.0,No,Male,CANADA,Zachary Watson,2013
66.0,No,Female,USA,Jasmine Tucker,2013
33.0,No,Female,USA,Alexis Mcguire,2013
37.0,No,Female,UNITED KINGDOM,Andrea Smith,2013
68.0,No,Female,UNITED KINGDOM,Jennifer Wood,2013
66.0,No,Female,CANADA,Julie Strong,2013
66.0,No,Male,USA,Christopher Ford,2013
28.0,No,Male,USA,Joseph Suarez,2013
34.0,Yes,Female,USA,Lisa Rowe,2013
32.0,No,Male,PHILIPPINES,Jeffrey Vazquez,2013
70.0,Yes,Female,CANADA,Andrea Brown,2013
41.0,Yes,Male,USA,Miguel Johnson,2013
68.0,Yes,Female,UNITED KINGDOM,Tiffany Adams,2013
60.0,Yes,Female,USA,Connie Thomas,2013
28.0,No,Male,IRELAND,Jeffery Jones,2013
68.0,No,Female,UNITED KINGDOM,Kimberly Lozano,2013
47.0,No,Female,CUBA,Natalie Waters,2013
68.0,No,Female,USA,Bethany Jones,2013
80.0,Yes,Male,CANADA,Carlos Ballard,2013
65.0,No,Female,CANADA,Patricia Jefferson,2013
64.0,No,Male,UNITED KINGDOM,Matthew Palmer,2013
71.0,No,Female,UNITED KINGDOM,Mrs. Chloe Ramos MD,2013
60.0,No,Female,UNITED KINGDOM,Ashley Glass,2013
35.0,No,Female,INDIA,Amanda Mays,2013
74.0,Yes,Male,UNITED KINGDOM,Kenneth Diaz,2013
33.0,No,Male,LATVIA,Charles Wyatt,2013
79.0,No,Female,USA,Brianna Johnson,2013
76.0,No,Female,USA,Allison Baker,2013
29.0,No,Female,UNITED KINGDOM,Stephanie Valdez,2013
51.0,No,Female,UNITED KINGDOM,Jessica Smith,2013
61.0,Yes,Male,UNITED KINGDOM,Christian Carter,2013
72.0,No,Female,CANADA,Sally Rodgers,2013
58.0,No,Male,CANADA,Collin Carpenter,2013
78.0,Yes,Female,USA,Elizabeth Perkins,2013
66.0,No,Female,USA,Melissa Berg MD,2013
45.0,No,Female,UNITED KINGDOM,Kristen Moore,2013
43.0,No,Female,USA,Sherry Lowery,2013
36.0,Yes,Female,USA,Jennifer Rush,2013
30.0,No,Female,CANADA,Teresa Black,2013
41.0,No,Female,MEXICO,Vanessa Jackson,2013
76.0,No,Male,USA,James Flowers,2013
70.0,No,Female,USA,Christine Lynch,2013
63.0,Yes,Female,UNITED KINGDOM,Ashley Garcia,2013
74.0,No,Female,USA,Crystal Harris,2013
73.0,No,Female,CANADA,Rebecca Howard,2013
38.0,No,Female,USA,Whitney George,2013
78.0,No,Female,USA,Brenda Mercado,2013
65.0,No,Male,IRELAND,Steven Gross,2013
28.0,No,Male,USA,Derek Pope,2013
54.0,No,Female,UNITED KINGDOM,Alice Foster,2013
48.0,No,Male,NIGERIA,Benjamin Green,2013
69.0,Yes,Female,USA,Judy Donaldson,2013
42.0,No,Female,USA,Jamie Greene,2013
34.0,No,Female,UNITED KINGDOM,Cynthia Anderson,2013
59.0,Yes,Female,UNITED KINGDOM,Madison Taylor,2013
29.0,No,Female,NIGERIA,Danielle Campbell,2013
64.0,Yes,Female,UNITED KINGDOM,Susan Mooney,2013
60.0,No,Female,AUSTRALIA,Jessica Henry,2013
79.0,No,Male,USA,Craig Cooper,2013
50.0,No,Female,UNITED KINGDOM,Lauren Terry,2013
84.0,No,Male,USA,Mr. Christopher Johnson,2013
69.0,Yes,Male,CANADA,Timothy Lee,2013
70.0,No,Female,UNITED KINGDOM,Marissa Cervantes,2013
84.0,No,Male,UNITED KINGDOM,Ryan Rivas,2013
35.0,No,Male,CAMEROON,Bryan Allen,2013
64.0,Yes,Female,CANADA,Jessica Flores,2013
72.0,Yes,Female,UNITED KINGDOM,Colleen Hensley,2013
64.0,Yes,Male,UNITED KINGDOM,Dr. John Wolfe,2013
33.0,No,Male,AUSTRALIA,Joshua Hernandez,2013
58.0,No,Male,USA,Michael Baxter,2013
33.0,No,Male,USA,Adam Lopez,2013
70.0,No,Female,UNITED KINGDOM,Andrea Miller,2013
64.0,No,Male,UNITED KINGDOM,Richard Perez,2013
63.0,Yes,Female,AUSTRALIA,Emily Kelly,2013
72.0,No,Female,UNITED KINGDOM,Ashley Snyder,2013
61.0,No,Female,UNITED KINGDOM,Kimberly Fitzpatrick,2013
62.0,Yes,Female,UNITED KINGDOM,Lauren Cortez,2013
57.0,No,Female,UNITED KINGDOM,Toni Evans,2013
68.0,No,Female,UNITED KINGDOM,Sharon Anderson,2013
76.0,Yes,Male,UNITED KINGDOM,Dr. Chad Harris MD,2013
48.0,No,Male,PAKISTAN,Kenneth Shelton,2013
66.0,Yes,Female,UNITED KINGDOM,Sarah Barnes,2013
60.0,No,Male,UNITED KINGDOM,Nicholas West,2013
34.0,No,Female,USA,Melissa Banks,2013
78.0,Yes,Male,UNITED KINGDOM,Ralph Baker,2013
66.0,No,Female,UNITED KINGDOM,Linda Hernandez,2013
65.0,Yes,Male,UNITED KINGDOM,Tony Garza,2013
73.0,Yes,Female,CANADA,Alyssa Leonard,2013
32.0,No,Female,CANADA,Kim Parrish,2013
48.0,Yes,Female,UNITED KINGDOM,Heather Williams,2013
39.0,No,Female,UNITED KINGDOM,Connie Baxter,2013
77.0,Yes,Female,UNITED KINGDOM,Katie Wilson,2013
28.0,No,Male,UNITED KINGDOM,Jacob Rocha,2013
38.0,No,Female,UNITED KINGDOM,Jamie Shea,2013
80.0,Yes,Male,AUSTRALIA,Donald Sanchez,2013
63.0,Yes,Male,USA,Kenneth Fritz,2013
28.0,No,Female,SPAIN,Crystal Sims,2013
74.0,No,Female,UNITED KINGDOM,Jennifer Sanchez,2013
31.0,Yes,Female,AUSTRALIA,Cindy Kim,2013
70.0,No,Female,UNITED KINGDOM,Jennifer Oliver,2013
69.0,No,Female,CANADA,Nicole Johnson,2013
61.0,Yes,Male,UNITED KINGDOM,Jeffery Richardson,2013
65.0,No,Female,CANADA,Kimberly Brooks,2013
29.0,No,Female,FRANCE,Tina Richardson,2013
43.0,No,Female,USA,Cynthia Smith,2013
79.0,No,Male,UNITED KINGDOM,Nathaniel Hayes,2013
32.0,No,Female,USA,Nicole Parker,2013
57.0,Yes,Male,UNITED KINGDOM,Kevin Baxter,2013
69.0,Yes,Female,CANADA,Katie Lucero,2013
63.0,Yes,Female,USA,Kathleen Hernandez,2013
63.0,No,Male,UNITED KINGDOM,Donald Mendoza,2013
80.0,Yes,Female,AUSTRALIA,Nicole Turner,2013
66.0,Yes,Male,UNITED KINGDOM,Evan Stafford,2013
66.0,Yes,Female,UNITED KINGDOM,Jennifer Woods,2013
66.0,No,Male,UNITED KINGDOM,Chris Hernandez,2013
37.0,No,Male,AUSTRALIA,Eugene Oneill,2013
68.0,Yes,Male,USA,Brian Ward,2013
64.0,Yes,Male,UNITED KINGDOM,Adam Jones,2013
62.0,Yes,Male,USA,Carlos Baxter,2013
76.0,Yes,Female,USA,Carrie Stuart,2013
28.0,No,Female,UNITED KINGDOM,Megan Harris,2013
73.0,No,Male,UNITED KINGDOM,Charles Hernandez,2013
27.0,No,Female,UNITED KINGDOM,Carrie Rhodes,2013
60.0,No,Female,USA,Carrie Macias,2013
61.0,Yes,Female,USA,Jennifer Carter,2013
76.0,Yes,Female,CANADA,Michelle Turner,2013
73.0,No,Female,USA,Amanda Flynn,2013
28.0,No,Female,UNITED KINGDOM,Kristen Gates,2014
29.0,No,Female,UKRAINE,Kim Allen,2014
65.0,No,Female,UNITED KINGDOM,Jennifer Gutierrez,2014
35.0,No,Female,PHILIPPINES,Melissa Smith,2014
67.0,Yes,Female,USA,Natalie Robinson,2014
50.0,Yes,Male,CANADA,Kevin Reeves,2014
85.0,Yes,Male,USA,John Sanders,2014
31.0,No,Female,USA,Heather Gross,2014
65.0,No,Male,UNITED KINGDOM,Chad Garcia,2014
32.0,Yes,Female,USA,Vickie Smith,2014
64.0,No,Female,USA,Deanna Haley,2014
63.0,Yes,Female,UNITED KINGDOM,Holly Brewer,2014
45.0,Yes,Female,USA,Jennifer Hicks,2014
49.0,Yes,Female,USA,Kimberly Parker,2014
75.0,Yes,Male,CANADA,Christian Morgan,2014
28.0,No,Female,UKRAINE,Lisa Berry,2014
66.0,No,Female,USA,Kristy Greene,2014
75.0,Yes,Male,UNITED KINGDOM,Adam Crawford,2014
77.0,Yes,Female,USA,Leah Johnson,2014
67.0,Yes,Female,UNITED KINGDOM,Denise Barnes,2014
71.0,No,Female,USA,Miss Lauren Krueger,2014
55.0,Yes,Female,HUNGARY,Julie Brown,2014
63.0,Yes,Female,USA,Amy Lyons,2014
56.0,Yes,Male,USA,Joshua Ramirez,2014
68.0,No,Female,UNITED KINGDOM,Karen Krause,2014
79.0,Yes,Male,USA,Hunter Savage,2014
76.0,No,Female,USA,Sheryl Benton,2014
67.0,Yes,Female,UNITED KINGDOM,Christine Smith,2014
77.0,No,Male,USA,David Lawson,2014
77.0,No,Male,UNITED KINGDOM,Brian Nunez,2014
79.0,Yes,Male,UNITED KINGDOM,Cesar Myers,2014
44.0,Yes,Female,USA,Tracey Morris MD,2014
34.0,Yes,Female,USA,Leslie Jones,2014
51.0,No,Male,NETHERLANDS,Ryan Campbell,2014
88.0,No,Female,USA,Casey Moore,2014
79.0,Yes,Female,AUSTRALIA,Victoria Davis,2014
88.0,Yes,Female,UNITED KINGDOM,Sarah Fischer,2014
44.0,Yes,Female,USA,Susan Fisher,2014
73.0,Yes,Female,CANADA,Kathy Fowler,2014
65.0,Yes,Male,UNITED KINGDOM,Stephen Nelson,2014
50.0,No,Female,UNITED KINGDOM,Jennifer Pearson,2014
72.0,Yes,Female,UNITED KINGDOM,Amber Stewart,2014
77.0,No,Female,UNITED KINGDOM,Lynn Downs,2014
78.0,Yes,Female,UNITED KINGDOM,Kristina Alvarado,2014
29.0,No,Female,UNITED KINGDOM,Sylvia Webster,2014
67.0,Yes,Female,USA,Kimberly Guzman,2014
66.0,No,Female,USA,Mary Garcia,2014
71.0,Yes,Female,CANADA,Kaitlyn Hill,2014
29.0,No,Male,TURKEY,Joseph Lewis,2014
74.0,Yes,Female,UNITED KINGDOM,Linda Harris,2013
62.0,No,Female,UNITED KINGDOM,Annette Horton,2013
61.0,No,Female,UNITED KINGDOM,Mary Castillo MD,2013
78.0,Yes,Female,USA,Sheila Beltran,2013
60.0,No,Female,USA,Lauren Taylor,2013
78.0,Yes,Male,UNITED KINGDOM,Stephen Miller,2013
61.0,Yes,Female,UNITED KINGDOM,Jamie Mcdonald,2013
65.0,Yes,Female,UNITED KINGDOM,Cheryl Thomas,2013
70.0,No,Female,USA,Rebecca Marsh,2013
67.0,No,Male,UNITED KINGDOM,James Day,2013
89.0,Yes,Male,UNITED KINGDOM,David Baxter,2013
60.0,No,Female,UNITED KINGDOM,Danielle Knight,2013
64.0,No,Male,UNITED KINGDOM,Brady Hutchinson,2013
75.0,Yes,Female,CANADA,Julie Potts,2013
81.0,No,Female,USA,Shirley Webster,2013
65.0,No,Female,DOMINICAN REPUBLIC,Crystal Reid,2013
37.0,No,Male,UNITED KINGDOM,Matthew Price,2013
61.0,No,Female,USA,Toni Howard,2013
32.0,No,Male,UNITED KINGDOM,Bruce Wright,2013
69.0,No,Female,UNITED KINGDOM,Kristen Evans,2013
61.0,No,Male,UNITED KINGDOM,George Henry,2013
64.0,No,Female,MALTA,Michelle Chavez,2013
87.0,No,Female,UNITED KINGDOM,Chelsea Davis,2013
40.0,No,Female,UNITED KINGDOM,Debra Harrell,2013
61.0,Yes,Female,CANADA,Kimberly Hunt,2013
40.0,No,Female,INDIA,Kayla Stewart,2013
75.0,No,Female,USA,Melissa Finley,2013
36.0,No,Female,MALTA,Jennifer Jackson,2013
28.0,No,Female,MALTA,Christine Walters,2013
34.0,No,Male,UNITED KINGDOM,Scott West,2013
62.0,Yes,Male,USA,Nicholas Fischer,2013
55.0,Yes,Female,USA,Tammy Compton,2013
74.0,Yes,Female,UNITED KINGDOM,Kristina Durham,2013
84.0,Yes,Male,USA,Albert Meyers,2013
68.0,Yes,Female,CANADA,Laurie Ware,2013
76.0,Yes,Female,IRELAND,Kim Klein,2013
84.0,Yes,Female,USA,Teresa Wong,2013
49.0,No,Male,MALTA,Craig Spencer,2013
33.0,No,Female,UNITED KINGDOM,Elizabeth Mcmahon,2013
81.0,No,Male,USA,Peter Sanchez,2013
86.0,Yes,Male,USA,Jason Snow,2014
68.0,No,Male,UNITED KINGDOM,Steven Chen,2014
94.0,Yes,Male,USA,Andrew Burns,2014
72.0,No,Female,UNITED KINGDOM,Andrea Stone,2014
91.0,Yes,Male,USA,Jeffery Summers,2014
72.0,Yes,Female,USA,Taylor Barrett,2014
72.0,Yes,Female,USA,Tiffany Webb,2014
57.0,Yes,Female,UNITED KINGDOM,Gwendolyn King,2014
70.0,Yes,Female,USA,Dawn Kent,2014
68.0,No,Female,CANADA,Christy Ramirez,2014
69.0,No,Female,UNITED KINGDOM,Amy Anderson,2014
75.0,No,Female,IRELAND,Diana Todd DDS,2014
75.0,Yes,Female,USA,Beth Bryant,2014
77.0,Yes,Male,USA,Chris Mitchell,2014
58.0,Yes,Female,UNITED KINGDOM,Jennifer Osborne,2014
66.0,No,Female,USA,Kristin West,2014
34.0,No,Female,HUNGARY,Cynthia Edwards,2014
74.0,Yes,Female,CHINA,Lisa Lopez,2014
59.0,No,Female,IRELAND,Michaela Warren,2014
80.0,No,Male,UNITED KINGDOM,Brian Green,2014
62.0,No,Female,USA,Chelsea Barry,2014
57.0,Yes,Male,UNITED KINGDOM,Douglas Maddox,2014
94.0,Yes,Male,UNITED KINGDOM,Scott Garcia,2014
63.0,Yes,Female,UNITED KINGDOM,Felicia Robinson,2014
57.0,No,Female,UNITED KINGDOM,Angela Long,2014
28.0,No,Female,IRELAND,Jessica Hurst,2014
36.0,No,Female,SOUTH AFRICA,Michelle Friedman,2014
41.0,Yes,Male,UNITED KINGDOM,Hunter Jones,2014
67.0,Yes,Male,CANADA,Michael Fox,2014
59.0,No,Male,USA,William Williams,2014
69.0,No,Female,IRELAND,Nancy Frost,2014
61.0,No,Male,UNITED KINGDOM,Troy Brock,2014
41.0,No,Female,CANADA,Crystal Bullock,2014
44.0,No,Female,UNITED KINGDOM,Megan Barrett,2014
34.0,No,Female,USA,Theresa Gilmore,2014
63.0,Yes,Female,GERMANY,Shannon Sutton,2014
78.0,No,Male,USA,Johnny Morrison,2014
33.0,No,Female,PHILIPPINES,Jennifer Singleton,2014
82.0,No,Female,BRAZIL,Dawn Moore,2014
75.0,Yes,Female,UNITED KINGDOM,Sarah Jimenez,2014
80.0,No,Female,AUSTRALIA,Sarah Williams,2014
70.0,No,Female,USA,Cassandra Mathews,2014
74.0,No,Male,USA,Edwin Perez,2014
68.0,No,Male,UNITED KINGDOM,Brett Morgan,2014
63.0,Yes,Female,CANADA,Angela Juarez,2014
28.0,No,Male,JAMAICA,Daniel Davis,2014
73.0,Yes,Male,UNITED KINGDOM,Cody Rodriguez,2014
64.0,No,Female,USA,Elizabeth Young,2014
62.0,Yes,Female,USA,Michelle White,2014
39.0,No,Female,IRELAND,Jasmine Lewis,2014
77.0,No,Male,UNITED KINGDOM,Joseph Eaton,2014
40.0,No,Female,TUNISIA,Michelle Boyle,2013
39.0,No,Female,VENEZUELA,Mrs. Stacey Rodgers,2013
72.0,Yes,Female,AUSTRALIA,Rebecca Waters,2013
56.0,Yes,Female,NETHERLANDS,Allison Ray,2013
68.0,No,Male,AUSTRALIA,Travis Flores,2013
31.0,No,Female,USA,Nicole Mcconnell,2013
58.0,Yes,Female,CANADA,Teresa Cook,2013
71.0,Yes,Female,UNITED KINGDOM,Alison Roman,2013
60.0,No,Female,CANADA,Ashley Moore,2013
58.0,Yes,Female,UNITED KINGDOM,Heather Turner,2013
93.0,Yes,Female,USA,Sheila Gonzalez,2013
60.0,No,Female,AUSTRALIA,Cynthia Rodriguez,2013
65.0,No,Male,USA,Anthony Hale,2013
32.0,No,Female,CANADA,Nancy Dominguez,2013
78.0,No,Male,USA,George Curtis,2013
69.0,Yes,Female,USA,Deborah Holloway,2013
81.0,Yes,Male,USA,Travis Santos,2012
57.0,Yes,Female,USA,Gail Brown,2012
45.0,Yes,Female,UNITED KINGDOM,Jill Nguyen,2012
75.0,Yes,Female,USA,Megan Miller,2012
74.0,Yes,Female,CANADA,Kathy Maynard,2012
84.0,No,Female,UNITED KINGDOM,Meghan Davis,2012
36.0,No,Male,AUSTRALIA,Glenn Mullen,2012
63.0,Yes,Female,CANADA,Donna Gray,2012
39.0,Yes,Female,USA,Donna Robinson,2012
72.0,Yes,Female,UNITED KINGDOM,Tracy Smith,2012
58.0,Yes,Female,UNITED KINGDOM,Christine Austin,2012
39.0,Yes,Female,UNITED KINGDOM,Shannon Schmidt,2012
78.0,No,Female,USA,Elizabeth Smith,2012
33.0,No,Female,UNITED KINGDOM,Jennifer Campbell,2012
